Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Bower Ponds Recreation Area,52.2688,-113.8314,One Eleven Grill,52.26171349891018,-113.82290779556315,American Restaurant
Bower Ponds Recreation Area,52.2688,-113.8314,McDonald's,52.26769530237264,-113.81800310561232,Fast Food Restaurant
Bower Ponds Recreation Area,52.2688,-113.8314,Joey's Seafood Restaurants,52.26200865817992,-113.82554241828132,Seafood Restaurant
Bower Ponds Recreation Area,52.2688,-113.8314,The Vat Pub,52.26189206958914,-113.82312216717656,Dive Bar
Central Park,50.02954255,-110.68186132462576,Swirls,50.035248418281526,-110.68718869373048,Ice Cream Parlor
Central Park,50.02954255,-110.68186132462576,Dayzoff Pub,50.03325038872706,-110.66964373396844,Pub
Central Park,50.02954255,-110.68186132462576,Starbucks,50.03287446431124,-110.68590175616777,Coffee Shop
Central Park,50.02954255,-110.68186132462576,Dairy Queen,50.03792016829772,-110.68012520670892,Ice Cream Parlor
Central Park,50.02954255,-110.68186132462576,Safeway Canada,50.03275792340472,-110.68554493974418,Supermarket
Central Park,50.02954255,-110.68186132462576,Hat News & Tobacco,50.032064,-110.68504,Smoke Shop
Central Park,50.02954255,-110.68186132462576,Zelmore Automotive,50.03555379611932,-110.68700005844391,Electronics Store
Central Park,50.02954255,-110.68186132462576,The Chocolate Shoppe,50.036291474729246,-110.6769844566381,American Restaurant
Central Park,50.02954255,-110.68186132462576,Kin Coulee Park,50.02199091344576,-110.6856731096289,Park
Central Park,50.02954255,-110.68186132462576,Sports Connection Source For Sports,50.03040130653863,-110.66871693357824,Sporting Goods Retail
Central Park,50.02954255,-110.68186132462576,Mario's,50.03760233712857,-110.67635108506202,Italian Restaurant
Central Park,50.02954255,-110.68186132462576,Memory Lane Computers,50.02638261428571,-110.66890908,Electronics Store
Clearview Ridge,47.5298986,-52.8744254,Tim Hortons,47.53578220378429,-52.86802626827771,Coffee Shop
Clearview Ridge,47.5298986,-52.8744254,Tim Hortons,47.52911164068709,-52.88118839263916,Coffee Shop
Clearview Ridge,47.5298986,-52.8744254,Rotary Paradise Youth and Community Centre,47.52394459389816,-52.869180583677256,Structure
Clearview Ridge,47.5298986,-52.8744254,Paradise Bakery,47.53598667102256,-52.86849860902118,Bakery
College Park,55.1710619,-118.81116834887015,Muskoseepi Park,55.173579934107984,-118.8061700506783,Park
College Park,55.1710619,-118.81116834887015,Madhatters,55.17095397729856,-118.81181206483012,Cocktail Bar
College Park,55.1710619,-118.81116834887015,Tokyo Ichiban,55.17444213774321,-118.82351244000292,Japanese Restaurant
College Park,55.1710619,-118.81116834887015,Canadian Brew House,55.173543,-118.822787,Sports Bar
College Park,55.1710619,-118.81116834887015,Holiday Inn Hotel & Suites,55.169656852576985,-118.8188930269489,Hotel
College Park,55.1710619,-118.81116834887015,Wok Box,55.17356575994887,-118.82396391789813,Asian Restaurant
College Park,55.1710619,-118.81116834887015,Petro-Canada Gas Station & Petro-Pass Truck Stop,55.171343,-118.813515,Fuel Station
College Park,55.1710619,-118.81116834887015,Tim Hortons,55.17098687776313,-118.81015956401824,Coffee Shop
College Park,55.1710619,-118.81116834887015,Winners,55.173952627829536,-118.82423077987076,Department Store
College Park,55.1710619,-118.81116834887015,London Drugs,55.1743729447075,-118.82212608465576,Pharmacy
College Park,55.1710619,-118.81116834887015,better than freds,55.16996846268709,-118.79721372746138,Gastropub
College Park,55.1710619,-118.81116834887015,Staples,55.1719207763671,-118.821449279785,Office Supply Store
College Park,55.1710619,-118.81116834887015,Cineplex Cinemas,55.17297231954643,-118.82339633331354,Movie Theater
College Park,55.1710619,-118.81116834887015,Starbucks,55.171225,-118.824999,Coffee Shop
College Park,55.1710619,-118.81116834887015,The Keg Steakhouse + Bar - Grande Prairie,55.17086297161159,-118.81345583132622,Restaurant
College Park,55.1710619,-118.81116834887015,Save-On-Foods,55.17507589029791,-118.82216352230898,Grocery Store
College Park,55.1710619,-118.81116834887015,Burger King,55.17124893187924,-118.82377173007626,Fast Food Restaurant
College Park,55.1710619,-118.81116834887015,Michaels,55.17415010131939,-118.82523357868196,Arts and Crafts Store
College Park,55.1710619,-118.81116834887015,SUBWAY,55.169986,-118.796225,Sandwich Spot
College Park,55.1710619,-118.81116834887015,Grande Prairie Farmers Market,55.171748218911695,-118.7973976135254,Flea Market
College Park,55.1710619,-118.81116834887015,Subway,55.17628656797816,-118.822769708936,Sandwich Spot
College Park,55.1710619,-118.81116834887015,Crystal Centre,55.16917800628616,-118.7957721482072,Hockey Stadium
College Park,55.1710619,-118.81116834887015,Podollan Inn & Spa,55.169565,-118.817643,Inn
College Park,55.1710619,-118.81116834887015,Dollarama,55.172953,-118.821649,Discount Store
College Park,55.1710619,-118.81116834887015,Quiznos,55.17655757175623,-118.82157012127502,Sandwich Spot
College Park,55.1710619,-118.81116834887015,Fatburger,55.17587102678654,-118.82278215765984,Burger Joint
College Park,55.1710619,-118.81116834887015,Husky,55.170098092715634,-118.82570569823888,Fuel Station
College Park,55.1710619,-118.81116834887015,RONA Grande Prairie,55.1722153,-118.8256644,Hardware Store
College Park,55.1710619,-118.81116834887015,Fabricland,55.17643,-118.822594,Arts and Crafts Store
College Park,55.1710619,-118.81116834887015,JYSK,55.1744565,-118.8251665,Furniture and Home Store
Davenport,53.5522749,-113.2585866,7-Eleven,53.5512703,-113.2680143,Convenience Store
Davenport,53.5522749,-113.2585866,Press'd,53.552811,-113.248449,Sandwich Spot
Davenport,53.5522749,-113.2585866,Sherwood Trail,53.55874653353311,-113.25567493548124,Hiking Trail
Davenport,53.5522749,-113.2585866,Cloverbar Northbound,53.54827247969636,-113.26880230242377,Hiking Trail
Davenport,53.5522749,-113.2585866,H21 Restaurant & Lounge,53.550783,-113.246486,Restaurant
Davenport,53.5522749,-113.2585866,Liquor Depot,53.54986190795898,-113.27103424072266,Liquor Store
Davenport,53.5522749,-113.2585866,Field Of Dreams,53.557376,-113.246952,Art Gallery
Devonshire,53.4488638,-113.56682236102054,Famoso Neapolitan Pizzeria,53.453027931503655,-113.56274602429654,Pizzeria
Devonshire,53.4488638,-113.56682236102054,Save-On-Foods,53.45265977776168,-113.56435406745912,Grocery Store
Devonshire,53.4488638,-113.56682236102054,Remedy Cafe,53.44500926283703,-113.5776531854192,Café
Devonshire,53.4488638,-113.56682236102054,Original Joe's (Original Joe's Restaurant & Bar),53.455331692674,-113.5636001708274,Restaurant
Devonshire,53.4488638,-113.56682236102054,Delux Burger Bar,53.45281732990816,-113.56210583044728,Burger Joint
Devonshire,53.4488638,-113.56682236102054,Subway,53.45329666,-113.5684967,Sandwich Spot
Devonshire,53.4488638,-113.56682236102054,Petro-Canada,53.453512,-113.569028,Fuel Station
Devonshire,53.4488638,-113.56682236102054,Hart's Table & Bar,53.45347830239514,-113.5671327492717,Comfort Food Restaurant
Devonshire,53.4488638,-113.56682236102054,KFC Taco Bell (KFC),53.453941,-113.566832,Fast Food Restaurant
Devonshire,53.4488638,-113.56682236102054,Dairy Queen,53.45359499797872,-113.56316931926358,Ice Cream Parlor
Devonshire,53.4488638,-113.56682236102054,Shell,53.45455956219907,-113.56245297830844,Fuel Station
Devonshire,53.4488638,-113.56682236102054,Esso,53.45470739245451,-113.56651685699764,Fuel Station
Devonshire,53.4488638,-113.56682236102054,Tim Hortons,53.45452501671118,-113.564458116889,Coffee Shop
Devonshire,53.4488638,-113.56682236102054,Starbucks,53.453719,-113.567532,Coffee Shop
Devonshire,53.4488638,-113.56682236102054,Liquor Depot,53.45354500669838,-113.56457713375906,Liquor Store
Devonshire,53.4488638,-113.56682236102054,Taco Bell,53.45371628,-113.5683594,Restaurant
Devonshire,53.4488638,-113.56682236102054,Tokyo Express,53.45519217817056,-113.56446561201302,Japanese Restaurant
Devonshire,53.4488638,-113.56682236102054,Mac's,53.445126,-113.578131,Miscellaneous Store
Downtown,53.5414274,-113.500434,Remedy Cafe,53.54078292362812,-113.49740498074344,Café
Downtown,53.5414274,-113.500434,Corso 32,53.54094890526599,-113.49875156315316,Italian Restaurant
Downtown,53.5414274,-113.500434,The Cask & Barrel,53.54055250351425,-113.49932837728412,Whisky Bar
Downtown,53.5414274,-113.500434,Khazana Restaurant,53.542735468061984,-113.50425082076548,Indian Restaurant
Downtown,53.5414274,-113.500434,The Old Spaghetti Factory,53.54355467775372,-113.49754943416583,Italian Restaurant
Downtown,53.5414274,-113.500434,Sabor Divino,53.5431519954992,-113.49752832442137,Restaurant
Downtown,53.5414274,-113.500434,DeVine Wines,53.54105714544119,-113.49929935015028,Wine Store
Downtown,53.5414274,-113.500434,Tzin,53.54133741557251,-113.49914935447478,Tapas Restaurant
Downtown,53.5414274,-113.500434,Uccellino,53.540819,-113.498693,Italian Restaurant
Downtown,53.5414274,-113.500434,Y Afterhours,53.53961195977678,-113.49584963570452,Night Club
Downtown,53.5414274,-113.500434,Credo Coffee,53.541737731366624,-113.4989804307515,Coffee Shop
Downtown,53.5414274,-113.500434,Drift Mobile Eatery,53.541996015280965,-113.49846505077028,Food Truck
Downtown,53.5414274,-113.500434,Evolution Wonderlounge,53.54313067759274,-113.49761446779198,Gay Bar
Downtown,53.5414274,-113.500434,LUX Steakhouse + Bar,53.54172805627135,-113.49405542794987,Steakhouse
Downtown,53.5414274,-113.500434,The Marc,53.5383547682094,-113.50301693269388,French Restaurant
Downtown,53.5414274,-113.500434,Coffee Bureau,53.54088202486885,-113.50147274519168,Café
Downtown,53.5414274,-113.500434,Rocky Mountain Icehouse,53.5409562043748,-113.50161181943264,Gastropub
Downtown,53.5414274,-113.500434,Bistro Praha,53.54112965378396,-113.4938772854905,Eastern European Restaurant
Downtown,53.5414274,-113.500434,I Love Sushi,53.54148640716539,-113.50091585378532,Sushi Restaurant
Downtown,53.5414274,-113.500434,Bower,53.5410368518301,-113.50210866629502,Night Club
Downtown,53.5414274,-113.500434,Love Pizza,53.5416045587401,-113.50883652611296,Pizzeria
Downtown,53.5414274,-113.500434,JOEY Bell Tower,53.544913366206735,-113.49374647698636,New American Restaurant
Downtown,53.5414274,-113.500434,Audreys Books,53.54101542111579,-113.50490292352364,Bookstore
Downtown,53.5414274,-113.500434,The Common,53.53763503776285,-113.50857049590414,Night Club
Downtown,53.5414274,-113.500434,De Dutch,53.54100632188424,-113.49165369397704,Breakfast Spot
Downtown,53.5414274,-113.500434,Woodwork,53.54199112812263,-113.49058695923632,BBQ Joint
Downtown,53.5414274,-113.500434,Kyoto Japanese Cuisine,53.54116949229921,-113.50940302018428,Japanese Restaurant
Downtown,53.5414274,-113.500434,District Coffee Co,53.53890280023335,-113.50825685139344,Café
Downtown,53.5414274,-113.500434,Matrix Hotel,53.53905588938105,-113.5049717627898,Hotel
Downtown,53.5414274,-113.500434,Evoolution Olive & Specialty Oils & Vinegars,53.54143933460134,-113.4989433907987,Miscellaneous Store
Downtown,53.5414274,-113.500434,The Underground Tap & Grill,53.541330128333634,-113.49029470278556,Bar
Downtown,53.5414274,-113.500434,Sofra,53.54560758762166,-113.50261956866164,Turkish Restaurant
Downtown,53.5414274,-113.500434,Sir Winston Churchill Square,53.54388502544053,-113.4901632283987,Plaza
Downtown,53.5414274,-113.500434,Fairmont Hotel Macdonald,53.540354048003245,-113.48963140736876,Hotel
Downtown,53.5414274,-113.500434,Cavern,53.54243037629711,-113.49904077945116,Cheese Store
Downtown,53.5414274,-113.500434,Starbucks,53.53918,-113.504204,Coffee Shop
Downtown,53.5414274,-113.500434,Sherlock Holmes Pub,53.5422988175184,-113.49143800101928,Pub
Downtown,53.5414274,-113.500434,Chicken for Lunch,53.5416196652816,-113.49322176707038,Chinese Restaurant
Downtown,53.5414274,-113.500434,The Creperie,53.54357402338591,-113.49762566223268,Creperie
Downtown,53.5414274,-113.500434,Legislature Grounds,53.53461410748498,-113.50607142126866,Park
Downtown,53.5414274,-113.500434,Sunterra Market,53.54199489721182,-113.49441473494342,Food and Beverage Retail
Downtown,53.5414274,-113.500434,Rogers Place,53.54698,-113.497717,Hockey Stadium
Downtown,53.5414274,-113.500434,Edmonton's Outdoor Neon Sign Museum,53.54602575064421,-113.49955186530607,Museum
Downtown,53.5414274,-113.500434,The Citadel Theatre,53.54324688449243,-113.48833302847126,Concert Hall
Downtown,53.5414274,-113.500434,Ruth's Chris Steak House,53.54145260884356,-113.48994970321657,Steakhouse
Downtown,53.5414274,-113.500434,Craft Beer Market,53.5421792024835,-113.49133627155504,Pub
Downtown,53.5414274,-113.500434,Pampa Brazilian Steakhouse,53.53796436566414,-113.50828835970052,Brazilian Restaurant
Downtown,53.5414274,-113.500434,Delta Hotels by Marriott Edmonton Centre Suites,53.5438396,-113.4958168,Hotel
Downtown,53.5414274,-113.500434,Francis Winspear Centre,53.544001768435486,-113.48778933438324,Concert Hall
Downtown,53.5414274,-113.500434,Japanese Village,53.54400078089402,-113.49945961937706,Asian Restaurant
Downtown,53.5414274,-113.500434,Transcend Coffee,53.54600689066019,-113.49905483832784,Coffee Shop
Downtown,53.5414274,-113.500434,Zuppa Cafe,53.53705929330614,-113.5098471391638,Breakfast Spot
Downtown,53.5414274,-113.500434,Wildflower Grill,53.539357324801216,-113.50462953204084,Restaurant
Downtown,53.5414274,-113.500434,Mikado,53.54573419816865,-113.5090962806086,Sushi Restaurant
Downtown,53.5414274,-113.500434,Central Social Hall,53.54085683199365,-113.50889201136071,Bar
Downtown,53.5414274,-113.500434,Indian Fusion - The Curry House,53.545424,-113.512693,Indian Restaurant
Downtown,53.5414274,-113.500434,The Parlour,53.54536467492016,-113.50691628317009,Italian Restaurant
Downtown,53.5414274,-113.500434,Marble Slab Creamery,53.54143587601562,-113.5098588829138,Ice Cream Parlor
Downtown,53.5414274,-113.500434,Cactus Club Cafe,53.541041370475526,-113.51311702518768,Bar
Downtown,53.5414274,-113.500434,Kelly's Pub,53.54223011981734,-113.49879547199068,Pub
Downtown,53.5414274,-113.500434,T.H.I.S Fruit Cafe,53.54551124686855,-113.5011209047819,Coffee Shop
Downtown,53.5414274,-113.500434,Louisiana Purchase,53.54521799739609,-113.51268819731226,Cajun and Creole Restaurant
Downtown,53.5414274,-113.500434,Normand's Bistro,53.542918,-113.488878,French Restaurant
Downtown,53.5414274,-113.500434,Boston Pizza,53.54560525612602,-113.49480986595152,Pizzeria
Downtown,53.5414274,-113.500434,JW Marriott Edmonton ICE District,53.5459298,-113.4959762,Hotel
Downtown,53.5414274,-113.500434,Shoppers Drug Mart,53.540571,-113.499946,Pharmacy
Downtown,53.5414274,-113.500434,Die Pie,53.540783,-113.51438,Vegan and Vegetarian Restaurant
Downtown,53.5414274,-113.500434,The Pint Public House,53.54165396829774,-113.50821374127392,Sports Bar
Downtown,53.5414274,-113.500434,Starbucks,53.541754,-113.494757,Coffee Shop
Downtown,53.5414274,-113.500434,Coast Edmonton Plaza Hotel (Coast Edmonton Plaza Hotel by APA),53.54217576848977,-113.500990879422,Hotel
Downtown,53.5414274,-113.500434,Landmark Theatres,53.54359794221303,-113.49458486365208,Movie Theater
Downtown,53.5414274,-113.500434,Baijiu,53.54592123134112,-113.49908741015577,Bar
Downtown,53.5414274,-113.500434,LaRonde Restaurant - Chateau Lacombe,53.53926154306514,-113.49404976360684,French Restaurant
Downtown,53.5414274,-113.500434,Harvey's,53.54581644370733,-113.5089481932888,Restaurant
Downtown,53.5414274,-113.500434,Brixx Bar & Grill,53.53982175467007,-113.49599599965352,Rock Club
Downtown,53.5414274,-113.500434,SUBWAY,53.54319300680047,-113.49769246547316,Sandwich Spot
Downtown,53.5414274,-113.500434,The Commodore,53.54098325554542,-113.50538472315525,Diner
Downtown,53.5414274,-113.500434,Save-On-Foods,53.5426951,-113.5087366,Supermarket
Downtown,53.5414274,-113.500434,Sicilian Pasta Kitchen,53.54092075680392,-113.51531073755784,Italian Restaurant
Downtown,53.5414274,-113.500434,New Tan Tan Restaurant,53.5428996062331,-113.48581530685958,Chinese Restaurant
Downtown,53.5414274,-113.500434,Fionn MacCool's,53.543398039210025,-113.4955910666242,Irish Pub
Downtown,53.5414274,-113.500434,Best Buy,53.545101636866505,-113.50971221923828,Electronics Store
Downtown,53.5414274,-113.500434,The Lingnan,53.54954173860989,-113.4996271679795,Chinese Restaurant
Downtown,53.5414274,-113.500434,Hoang Long,53.540207991649176,-113.50853487802456,Vietnamese Restaurant
Downtown,53.5414274,-113.500434,Second Cup Café,53.5404151,-113.4910089,Café
Downtown,53.5414274,-113.500434,City Centre Place,53.54382752119855,-113.49283312427292,Shopping Mall
Downtown,53.5414274,-113.500434,Second Cup,53.542985095483225,-113.4955072402954,Coffee Shop
Downtown,53.5414274,-113.500434,Holt Renfrew,53.542964578067405,-113.49472002459127,Clothing Store
Downtown,53.5414274,-113.500434,MRKT,53.54095722922541,-113.502205625613,Sandwich Spot
Downtown,53.5414274,-113.500434,Zenari's,53.54271803239418,-113.49505117217552,Café
Downtown,53.5414274,-113.500434,Wok Box,53.54092188103267,-113.49492447788208,Asian Restaurant
Downtown,53.5414274,-113.500434,Subway,53.54097213274157,-113.50108586182242,Sandwich Spot
Downtown,53.5414274,-113.500434,Art Gallery of Alberta,53.54469498776126,-113.4891963632172,Art Gallery
Downtown,53.5414274,-113.500434,V Sandwiches,53.5415721693072,-113.4923924940416,Vietnamese Restaurant
Downtown,53.5414274,-113.500434,Haweli,53.54340612052297,-113.49745935843715,Indian Restaurant
Downtown,53.5414274,-113.500434,Press'd The Sandwich Company,53.54115601962296,-113.51475556349142,Sandwich Spot
Downtown,53.5414274,-113.500434,Royal Alberta Museum,53.54684181838687,-113.4905109806466,Museum
Downtown,53.5414274,-113.500434,Metro Billiards,53.54434350184562,-113.50333051848554,Pool Hall
Downtown,53.5414274,-113.500434,Rose and Crown,53.54563881624025,-113.493329406079,Pub
Downtown,53.5414274,-113.500434,Comfort Inn & Suites,53.53849346959976,-113.5006020963192,Hotel
Edgar Industrial Park,52.30896485,-113.84309114313756,Petro-pass,52.31439922397303,-113.83985317743831,Fuel Station
Edgar Industrial Park,52.30896485,-113.84309114313756,Legacy Roofing Ltd,52.307918,-113.8524,Home Service
Edgar Industrial Park,52.30896485,-113.84309114313756,UFA Cardlock Edgar,52.31539894855475,-113.83900024485196,Fuel Station
Edgar Industrial Park,52.30896485,-113.84309114313756,Buster Pizza,52.301702,-113.840307,Pizzeria
Evergreen,53.6323394,-113.350682,Evergreen Super Market,53.629238,-113.35282,Fuel Station
Evergreen,53.6323394,-113.350682,Brenneis Greenhouses,53.6286851797228,-113.35383294049508,Garden Center
Evergreen,53.6323394,-113.350682,Kuhlmann's Flower Shop,53.6298928,-113.3605587,Flower Store
Evergreen,53.6323394,-113.350682,Kuhlmann's Marketgardens and Greenhouse,53.628964,-113.36035,Garden Center
Evergreen,53.6323394,-113.350682,Kuhlmanns,53.62915312,-113.360647,Garden Center
Gaetz Lakes Sanctuary,52.2849,-113.7954,SportChek,52.286740675787016,-113.80921035931712,Sporting Goods Retail
Gaetz Lakes Sanctuary,52.2849,-113.7954,Lion's Campground,52.27936253276184,-113.80576311815832,Campground
Gaetz Lakes Sanctuary,52.2849,-113.7954,Red Deer River,52.293582,-113.795464,River
Gaetz Lakes Sanctuary,52.2849,-113.7954,Shea Floors,52.281642,-113.808922,Carpet Store
Garden Heights,53.52378445,-113.1293638760216,Triple 2 Rentals,53.52231382599763,-113.1314673262726,Rental Car Location
Garden Heights,53.52378445,-113.1293638760216,Country Boyz,53.527756,-113.12515,Fuel Station
Glendale,51.034096,-114.1522951,Pho Huong Viet,51.0373278037084,-114.14288943177912,Vietnamese Restaurant
Glendale,51.034096,-114.1522951,Heritage Deli and Bakery,51.037277,-114.140913,Deli
Glendale,51.034096,-114.1522951,Shoppers Drug Mart,51.037111,-114.143891,Pharmacy
Glendale,51.034096,-114.1522951,Crafted Burgers and Beer,51.037496625131446,-114.14434287576962,Pub
Glendale,51.034096,-114.1522951,Tim Hortons,51.03734789806941,-114.1439151763916,Coffee Shop
Glendale,51.034096,-114.1522951,San Dong Banjeom,51.02996222294157,-114.1417849884314,Korean Restaurant
Glendale,51.034096,-114.1522951,Viet Sub Express,51.0388937329704,-114.14175402111688,Vietnamese Restaurant
Glendale,51.034096,-114.1522951,Esso,51.03753777270386,-114.14170417608445,Fuel Station
Glendale,51.034096,-114.1522951,7-Eleven,51.03876306657352,-114.1417254041778,Convenience Store
Glendale,51.034096,-114.1522951,Subway,51.037538928753946,-114.1400487772808,Sandwich Spot
Glendale,51.034096,-114.1522951,Pizza Hut Calgary,51.03569682453988,-114.16629430740228,Pizzeria
Glendale,51.034096,-114.1522951,Chilli Club Thai House,51.03773714442074,-114.13952248253528,Thai Restaurant
Glendale,51.034096,-114.1522951,Optimist Arena,51.03210728971596,-114.15985324166355,Hockey Stadium
Glendale,51.034096,-114.1522951,45th Street SW (C-Train),51.03795647794031,-114.1528568556231,Rail Station
Glendale,51.034096,-114.1522951,Optimist Athletic Park,51.0324815616547,-114.15985710895347,Park
Glendale,51.034096,-114.1522951,George Blundun Arena,51.03214495119549,-114.16000426917596,Hockey Stadium
Glendale,51.034096,-114.1522951,Wendy’s,51.03847622623376,-114.14071449640689,Fast Food Restaurant
Glendale,51.034096,-114.1522951,Olympia Liquor,51.038281588680846,-114.14018911104752,Liquor Store
Golden West,52.2907919,-113.8468668,Radisson Hotel Red Deer,52.289172,-113.8418265,Hotel
Golden West,52.2907919,-113.8468668,Mucho Burrito Fresh Mexican Grill,52.2898,-113.838601,Mexican Restaurant
Golden West,52.2907919,-113.8468668,A&W,52.289539,-113.838749,Fast Food Restaurant
Golden West,52.2907919,-113.8468668,Subway,52.29033191869873,-113.8387097108308,Sandwich Spot
Golden West,52.2907919,-113.8468668,Shell,52.28919660289337,-113.84784519930896,Fuel Station
Golden West,52.2907919,-113.8468668,Tim Hortons,52.28807976531387,-113.8508315384388,Coffee Shop
Golden West,52.2907919,-113.8468668,McDonald's,52.288969,-113.849299,Fast Food Restaurant
Golden West,52.2907919,-113.8468668,Shell,52.289117,-113.833705,Fuel Station
Golden West,52.2907919,-113.8468668,Best Western Plus Red Deer Inn & Suites,52.286801320523786,-113.85391822624456,Inn
